,title,abstract,subject,input
14,Feiras colaborativas e economia criativa na cidade de Caruaru-PE.,"Este trabalho possui por escopo analisar os novos canais de comercialização de pequenos produtores organizados sob o formato de feiras de colaborativas do município de Caruaru, Pernambuco. Especificamente, pretende-se analisar o perfil dos empreendedores das feiras colaborativas, tomando como referência o debate acerca da produção artístico-cultural na economia criativa. Embasa essa investigação o enfoque teórico da Economia da Cultura e da economia criativa. Para tanto, a pesquisa analisou um total de 5 feiras Colaborativas na cidade de Caruaru, Pernambuco. Este trabalho buscou analisar como as feiras colaborativas podem contribuir para a promoção da Economia Criativa do município de Caruaru, Pernambuco. A metodologia utilizada baseou-se na abordagem qualitativa, através de entrevistas semiestruturadas, e para análise de dados foi utilizado método de análise de conteúdo. Como resultados, observou-se que as feiras colaborativas têm valorizado marcas autorais e gerado oportunidades para produtores iniciantes, com pouco capital e sem lojas físicas, além de movimentar a economia local. Verificou-se também que a grande maioria dos frequentadores desses espaços são mulheres.",economiabrasileira,"Feiras colaborativas e economia criativa na cidade de Caruaru-PE. Este trabalho possui por escopo analisar os novos canais de comercialização de pequenos produtores organizados sob o formato de feiras de colaborativas do município de Caruaru, Pernambuco. Especificamente, pretende-se analisar o perfil dos empreendedores das feiras colaborativas, tomando como referência o debate acerca da produção artístico-cultural na economia criativa. Embasa essa investigação o enfoque teórico da Economia da Cultura e da economia criativa. Para tanto, a pesquisa analisou um total de 5 feiras Colaborativas na cidade de Caruaru, Pernambuco. Este trabalho buscou analisar como as feiras colaborativas podem contribuir para a promoção da Economia Criativa do município de Caruaru, Pernambuco. A metodologia utilizada baseou-se na abordagem qualitativa, através de entrevistas semiestruturadas, e para análise de dados foi utilizado método de análise de conteúdo. Como resultados, observou-se que as feiras colaborativas têm valorizado marcas autorais e gerado oportunidades para produtores iniciantes, com pouco capital e sem lojas físicas, além de movimentar a economia local. Verificou-se também que a grande maioria dos frequentadores desses espaços são mulheres."
15,Outra economia acontece? A economia solidária no Brasil e na Itália : para uma antropologia da glocalização,"O objetivo desta tese é analisar e interpretar o movimento social de economia solidária (ES) como processo socioeconômico e cultural anti-hegemônico que se localiza entre o local e o global. Este movimento é fruto de contradições socioeconômicas globalizadas que, uma vez localizadas, produzem um conjunto de símbolos e valores, significados e práticas denominadas de economia solidária.  A tese considera dois casos empíricos: a rede de Empreendimentos Econômicos Solidários de Recife – Brasil e as cadeias produtivas dos Grupos de Compras Solidária da região de Brianza – Itália, que são analisados através da metodologia etnográfica antropológica. A partir dos dados etnográficos observamos os processos de construção identitária do movimento e a sua procura por um espaço/forma próprio na sociedade. Nessa perspectiva, contexto sócio-histórico, tradição, oportunidades atuais e utopias futuras se conjugam de forma peculiar para dar forma ao movimento. Observamos como esses processos se constituem em termos de mercados plurais, ou seja, como fruto da tensão entre diferentes lógicas socioeconômicas e políticas, entre as quais solidária/utilitarista, formal/informal, popular /institucional.  O trabalho de campo foi realizado em primeiro lugar com as experiências da rede de Recife, durante os anos 2012 e 2016 e na Itália, por um período mais concentrado de sete meses, em 2015. Os dados etnográficos, gerados através do conhecimento êmico das redes locais, de entrevistas com os protagonistas e da observação participante, foram compreendidos á luz do debate e das considerações científicas que embasam este trabalho.  De acordo com as análises feitas, a economia solidária se propõe como experiência de re-moralização e ressocialização da economia, definindo-se tanto localmente quanto globalmente. Isso não significa que ela é um sistema econômico alternativo ou paralelo ao capitalismo, mas se configura como experiência econômica, política e cultural híbrida, envolvendo relações complexas entre dádiva, mercado e Estado.  A economia solidária é aqui analisada como um movimento social com dinâmicas glocais, construtora de uma ética socioeconômica global e com estruturas de ação que nos remetem à uma reflexão final sobre a função dos movimentos contra hegemônicos e as comunidades globais na sociedade contemporânea.",economiabrasileira,"Outra economia acontece? A economia solidária no Brasil e na Itália : para uma antropologia da glocalização O objetivo desta tese é analisar e interpretar o movimento social de economia solidária (ES) como processo socioeconômico e cultural anti-hegemônico que se localiza entre o local e o global. Este movimento é fruto de contradições socioeconômicas globalizadas que, uma vez localizadas, produzem um conjunto de símbolos e valores, significados e práticas denominadas de economia solidária.  A tese considera dois casos empíricos: a rede de Empreendimentos Econômicos Solidários de Recife – Brasil e as cadeias produtivas dos Grupos de Compras Solidária da região de Brianza – Itália, que são analisados através da metodologia etnográfica antropológica. A partir dos dados etnográficos observamos os processos de construção identitária do movimento e a sua procura por um espaço/forma próprio na sociedade. Nessa perspectiva, contexto sócio-histórico, tradição, oportunidades atuais e utopias futuras se conjugam de forma peculiar para dar forma ao movimento. Observamos como esses processos se constituem em termos de mercados plurais, ou seja, como fruto da tensão entre diferentes lógicas socioeconômicas e políticas, entre as quais solidária/utilitarista, formal/informal, popular /institucional.  O trabalho de campo foi realizado em primeiro lugar com as experiências da rede de Recife, durante os anos 2012 e 2016 e na Itália, por um período mais concentrado de sete meses, em 2015. Os dados etnográficos, gerados através do conhecimento êmico das redes locais, de entrevistas com os protagonistas e da observação participante, foram compreendidos á luz do debate e das considerações científicas que embasam este trabalho.  De acordo com as análises feitas, a economia solidária se propõe como experiência de re-moralização e ressocialização da economia, definindo-se tanto localmente quanto globalmente. Isso não significa que ela é um sistema econômico alternativo ou paralelo ao capitalismo, mas se configura como experiência econômica, política e cultural híbrida, envolvendo relações complexas entre dádiva, mercado e Estado.  A economia solidária é aqui analisada como um movimento social com dinâmicas glocais, construtora de uma ética socioeconômica global e com estruturas de ação que nos remetem à uma reflexão final sobre a função dos movimentos contra hegemônicos e as comunidades globais na sociedade contemporânea."
16,Economia colaborativa no Brasil: uma revisão sistemática da literatura no campo da administração.,"A economia colaborativa é um tema inovador e seu debate na academia ainda se encontra em fase inicial, porém o tema tem se tornado promissor tanto no mercado quanto na academia, e tentar compreender como este debate tem sido estruturado na literatura é muito importante. Desse modo, este trabalho tem como objetivo compreender como o campo da administração tem discutido este fenômeno. A fim de alcançar este objetivo, foi realizada uma pesquisa nas bases de dados Spell – Scientific periodicals Electronic Library, Scielo – Scientific Electronic Library Online e na base de dados catálogo de Teses e Dissertações da CAPES, onde ao estabelecer como critérios de inclusão os trabalhos publicados nos últimos 11 anos, do idioma português, publicados em revista de gestão, foi possível identificar que a 
discussão a respeito do tema no campo da administração, iniciou no ano de 2013, alcançando seu auge no ano de 2019, e que são poucos os autores que escreveram mais de um artigo sobre o tema, chegando a conclusão que o número de publicações ainda é escasso, no entanto são muitas as revistas que publicam sobre a economia colaborativa o que indica que esta discussão tem ocorrido sob 
diferentes perspectivas e com diferentes abordagens. O resultado da análise dos artigos aponta que a área de marketing tem se destacado nesta discussão, visto que uma boa parte dos autores buscam compreender o comportamento do consumidor colaborativo, assim como a relação da economia colaborativa com o meio ambiente, embora não exista nenhuma comprovação científica que ateste esta relação.",economiabrasileira,"Economia colaborativa no Brasil: uma revisão sistemática da literatura no campo da administração. A economia colaborativa é um tema inovador e seu debate na academia ainda se encontra em fase inicial, porém o tema tem se tornado promissor tanto no mercado quanto na academia, e tentar compreender como este debate tem sido estruturado na literatura é muito importante. Desse modo, este trabalho tem como objetivo compreender como o campo da administração tem discutido este fenômeno. A fim de alcançar este objetivo, foi realizada uma pesquisa nas bases de dados Spell – Scientific periodicals Electronic Library, Scielo – Scientific Electronic Library Online e na base de dados catálogo de Teses e Dissertações da CAPES, onde ao estabelecer como critérios de inclusão os trabalhos publicados nos últimos 11 anos, do idioma português, publicados em revista de gestão, foi possível identificar que a 
discussão a respeito do tema no campo da administração, iniciou no ano de 2013, alcançando seu auge no ano de 2019, e que são poucos os autores que escreveram mais de um artigo sobre o tema, chegando a conclusão que o número de publicações ainda é escasso, no entanto são muitas as revistas que publicam sobre a economia colaborativa o que indica que esta discussão tem ocorrido sob 
diferentes perspectivas e com diferentes abordagens. O resultado da análise dos artigos aponta que a área de marketing tem se destacado nesta discussão, visto que uma boa parte dos autores buscam compreender o comportamento do consumidor colaborativo, assim como a relação da economia colaborativa com o meio ambiente, embora não exista nenhuma comprovação científica que ateste esta relação."
17,Uma abordagem da economia de comunhão como  estratégia para o desenvolvimento local : o caso das  empresas instaladas na Região Metropolitana do Recife,"O TCM  Uma abordagem da Economia de Comunhão como estratégia para o desenvolvimento
local: O caso das empresas instaladas na Região Metropolitana do
Recife  tem o objetivo de investigar a possibilidade do funcionamento de empresas
organizadas segundo os princípios da Economia de Comunhão (EdC) dar base a um
programa de Desenvolvimento Local e, assim, oferecer novas alternativas aos gestores
públicos. O método utilizado foi verificar o enquadramento das empresas da EdC
instaladas na cidade do Recife e Região Metropolitana nas preocupações alimentadas
pelo chamado Desenvolvimento Local, enfatizando o tipo de contribuição por
elas oferecido. Para atingir o objetivo, após conceituar e descrever a Economia de
Comunhão e as empresas que atuam segundo seus princípios e definir o conceito
de Desenvolvimento Local, dados levantados junto a empresas da EdC que atuam
na Região Metropolitana do Recife foram analisados e interpretados, apurando o tipo
de contribuição dado por elas ao desenvolvimento local, com inferência sobre a possibilidade
do funcionamento desse tipo de empresa dar base a um programa de desenvolvimento
local",economiabrasileira,"Uma abordagem da economia de comunhão como  estratégia para o desenvolvimento local : o caso das  empresas instaladas na Região Metropolitana do Recife O TCM  Uma abordagem da Economia de Comunhão como estratégia para o desenvolvimento
local: O caso das empresas instaladas na Região Metropolitana do
Recife  tem o objetivo de investigar a possibilidade do funcionamento de empresas
organizadas segundo os princípios da Economia de Comunhão (EdC) dar base a um
programa de Desenvolvimento Local e, assim, oferecer novas alternativas aos gestores
públicos. O método utilizado foi verificar o enquadramento das empresas da EdC
instaladas na cidade do Recife e Região Metropolitana nas preocupações alimentadas
pelo chamado Desenvolvimento Local, enfatizando o tipo de contribuição por
elas oferecido. Para atingir o objetivo, após conceituar e descrever a Economia de
Comunhão e as empresas que atuam segundo seus princípios e definir o conceito
de Desenvolvimento Local, dados levantados junto a empresas da EdC que atuam
na Região Metropolitana do Recife foram analisados e interpretados, apurando o tipo
de contribuição dado por elas ao desenvolvimento local, com inferência sobre a possibilidade
do funcionamento desse tipo de empresa dar base a um programa de desenvolvimento
local"
18,A competitividade internacional das Commodities agrícolas brasileiras negociadas na IBOVESPA/BM&F entre os anos de 1990 e 2009.,"O presente estudo tem como objetivo principal analisar o comportamento da competitividade das commodities agrícolas brasileiras negociadas no IBOVESPA/BM&F, especialmente a carne bovina, o café, a soja, o milho e o açúcar, entre os anos de 1990 e 2009. A abertura comercial brasileira no ano de 1990 revelou aos produtores nacionais de algumas commodities agrícolas novos desafios e novas possibilidades de abertura de novos mercados. Para tal estudo foi empregado os índices de Vantagem Comparativa Revelada (VCR), Vantagem Relativa na Exportação (VRE) e Competitividade Revelada (CR). Após a análise chegou-se a conclusão de que todas as commodities brasileiras pesquisadas apresentam vantagem comparativa internacionalmente. Entre os produtos agrícolas pesquisados os que apresentam maior destaque é a soja e o açúcar. Em relação à balança comercial brasileira, o milho é aquela na qual possui menor índice de competitividade. Sendo assim, o Brasil figura-se entre os maiores produtores e exportadores de commodities além de apresentar competitividade internacional na maioria das commodities analisadas.",economiabrasileira,"A competitividade internacional das Commodities agrícolas brasileiras negociadas na IBOVESPA/BM&F entre os anos de 1990 e 2009. O presente estudo tem como objetivo principal analisar o comportamento da competitividade das commodities agrícolas brasileiras negociadas no IBOVESPA/BM&F, especialmente a carne bovina, o café, a soja, o milho e o açúcar, entre os anos de 1990 e 2009. A abertura comercial brasileira no ano de 1990 revelou aos produtores nacionais de algumas commodities agrícolas novos desafios e novas possibilidades de abertura de novos mercados. Para tal estudo foi empregado os índices de Vantagem Comparativa Revelada (VCR), Vantagem Relativa na Exportação (VRE) e Competitividade Revelada (CR). Após a análise chegou-se a conclusão de que todas as commodities brasileiras pesquisadas apresentam vantagem comparativa internacionalmente. Entre os produtos agrícolas pesquisados os que apresentam maior destaque é a soja e o açúcar. Em relação à balança comercial brasileira, o milho é aquela na qual possui menor índice de competitividade. Sendo assim, o Brasil figura-se entre os maiores produtores e exportadores de commodities além de apresentar competitividade internacional na maioria das commodities analisadas."
19,Impactos de longo prazo de reformas fiscais sobre a economia brasileira,"Este trabalho objetiva analisar o impacto sobre a economia brasileira de reduções no gasto corrente e aumento do gasto público em investimento, empregando um modelo de equilíbrio geral com crescimento exógeno, calibrando o modelo com dados da economia brasileira em 2005 a fim de avaliar a dinâmica da mesma em simulações dos parâmetros de política fiscal (gastos e tributos). Partindo da hipótese de que o Estado brasileiro está num patamar elevado, as simulações deste trabalho procuram: i) Reduzir o tamanho do governo para valores de economias com nível de desenvolvimento similar ao brasileiro; ii) aumentar o gasto do governo com investimentos para o tamanho ótimo. Os resultados sugerem que apenas a redução do consumo público com conseqüente queda da tributação não é favorável para a economia, pois não altera significativamente a taxa de investimento da economia, sendo muito prejudicial ao setor público que reduziria seu consumo em mais de 20% e a perda de arrecadação seria entre 1 e 17% (em termos reais). Mas ao elevar a taxa de investimento pública, os resultados sugerem grandes alterações no nível de capital e bem-estar, bem como elevação real de arrecadação, apesar da queda da carga tributária. Mas ainda seria necessária reforma administrativa que reduziria consumo do governo entre 1 e 8,5%",economiabrasileira,"Impactos de longo prazo de reformas fiscais sobre a economia brasileira Este trabalho objetiva analisar o impacto sobre a economia brasileira de reduções no gasto corrente e aumento do gasto público em investimento, empregando um modelo de equilíbrio geral com crescimento exógeno, calibrando o modelo com dados da economia brasileira em 2005 a fim de avaliar a dinâmica da mesma em simulações dos parâmetros de política fiscal (gastos e tributos). Partindo da hipótese de que o Estado brasileiro está num patamar elevado, as simulações deste trabalho procuram: i) Reduzir o tamanho do governo para valores de economias com nível de desenvolvimento similar ao brasileiro; ii) aumentar o gasto do governo com investimentos para o tamanho ótimo. Os resultados sugerem que apenas a redução do consumo público com conseqüente queda da tributação não é favorável para a economia, pois não altera significativamente a taxa de investimento da economia, sendo muito prejudicial ao setor público que reduziria seu consumo em mais de 20% e a perda de arrecadação seria entre 1 e 17% (em termos reais). Mas ao elevar a taxa de investimento pública, os resultados sugerem grandes alterações no nível de capital e bem-estar, bem como elevação real de arrecadação, apesar da queda da carga tributária. Mas ainda seria necessária reforma administrativa que reduziria consumo do governo entre 1 e 8,5%"
20,Usos da fotografia analógica no design.,"Este trabalho tem como base a história do Design e da Fotografia e 
propõe a compreensão da relação do uso da Fotografia Analógica
no Design. Desde seu desenvolvimento, a Fotografia tem
intrínsecamente relações com a comunicação visual e após seu
amadurecimento técnico tem sido usada de inúmeras maneiras pelo
Design. A Fotografia Analógica é o marco técnico da imagem
fotográfica como hoje a conhecemos. Esta pesquisa é de teor
teórico e aponta para a análise da Fotografia Analógica e sua
linguagem visual utilizada durante a história do Design.",bauhaus_arquitetura,"Usos da fotografia analógica no design. Este trabalho tem como base a história do Design e da Fotografia e 
propõe a compreensão da relação do uso da Fotografia Analógica
no Design. Desde seu desenvolvimento, a Fotografia tem
intrínsecamente relações com a comunicação visual e após seu
amadurecimento técnico tem sido usada de inúmeras maneiras pelo
Design. A Fotografia Analógica é o marco técnico da imagem
fotográfica como hoje a conhecemos. Esta pesquisa é de teor
teórico e aponta para a análise da Fotografia Analógica e sua
linguagem visual utilizada durante a história do Design."
21,Design e arte: a batalha épica.,"Este trabalho apresenta relações históricas e contemporâneas entre o design e a arte considerando períodos, acontecimentos e movimentos específicos: Revolução Industrial, Arts and Crafts, Arte Moderna e Bauhaus. Divide-se em duas partes: a primeira compreende uma narrativa do contexto histórico e ancora-se na Teoria do Imaginário de Gaston Bachelard e nas incitações da Teoria da Complexidade de Edgar Morin através dos operadores cognitivos: Dialogia, Recursão e Holograma, assumindo uma postura não pragmática pautada na metáfora e na analogia; na segunda parte a contemporaneidade é foco para o desenvolvimento de um debate dentro da temática por meio dos discursos manifestos de autores da literatura, tais discursos foram selecionados frente ao método Análise de Conteúdo de Laurence Bardin com o intuito de incitar o pensamento crítico mediante as questões apresentadas.",bauhaus_arquitetura,"Design e arte: a batalha épica. Este trabalho apresenta relações históricas e contemporâneas entre o design e a arte considerando períodos, acontecimentos e movimentos específicos: Revolução Industrial, Arts and Crafts, Arte Moderna e Bauhaus. Divide-se em duas partes: a primeira compreende uma narrativa do contexto histórico e ancora-se na Teoria do Imaginário de Gaston Bachelard e nas incitações da Teoria da Complexidade de Edgar Morin através dos operadores cognitivos: Dialogia, Recursão e Holograma, assumindo uma postura não pragmática pautada na metáfora e na analogia; na segunda parte a contemporaneidade é foco para o desenvolvimento de um debate dentro da temática por meio dos discursos manifestos de autores da literatura, tais discursos foram selecionados frente ao método Análise de Conteúdo de Laurence Bardin com o intuito de incitar o pensamento crítico mediante as questões apresentadas."
22,O humor e a ludicidade do memphis no design de moda.,"O presente trabalho de monografia parte do tema da estética do Movimento Memphis,
como inspiração para o design de vestuário. O propósito desse movimento foi
diferenciar-se do tradicionalismo e minimalismo que imperavam no design, mais
especificamente o mobiliário e utensílios domésticos e na arquitetura, áreas que
seguiam durante décadas os princípios estéticos instruídos pela escola alemã
intitulada Bauhaus, que conduzia seus alunos a fim de projetar os objetos com
simplicidade e coerência nos formatos e em outros elementos configurativos, como a
cor e os materiais. A estética do movimento Memphis se diferenciou do estilo proposto
pela Bauhaus ao ser estruturada com a aplicação significativa de formas, texturas
visuais e os contrastes cromáticos como principais elementos característicos que
influenciaram profissionais das áreas do design, bem como a moda e produtos, a
adaptar o conceito estético do movimento às suas criações. Pretende-se como
objetivo, adequar as principais características estéticas do movimento Memphis à uma
coleção de peças de vestuário, partindo da leitura do sentido de construção do humor
a partir dos elementos plásticos (cores, formatos, texturas visuais, volumes) a fim de
contribuir com a desconstrução simbólica na experiência emocional do design.",bauhaus_arquitetura,"O humor e a ludicidade do memphis no design de moda. O presente trabalho de monografia parte do tema da estética do Movimento Memphis,
como inspiração para o design de vestuário. O propósito desse movimento foi
diferenciar-se do tradicionalismo e minimalismo que imperavam no design, mais
especificamente o mobiliário e utensílios domésticos e na arquitetura, áreas que
seguiam durante décadas os princípios estéticos instruídos pela escola alemã
intitulada Bauhaus, que conduzia seus alunos a fim de projetar os objetos com
simplicidade e coerência nos formatos e em outros elementos configurativos, como a
cor e os materiais. A estética do movimento Memphis se diferenciou do estilo proposto
pela Bauhaus ao ser estruturada com a aplicação significativa de formas, texturas
visuais e os contrastes cromáticos como principais elementos característicos que
influenciaram profissionais das áreas do design, bem como a moda e produtos, a
adaptar o conceito estético do movimento às suas criações. Pretende-se como
objetivo, adequar as principais características estéticas do movimento Memphis à uma
coleção de peças de vestuário, partindo da leitura do sentido de construção do humor
a partir dos elementos plásticos (cores, formatos, texturas visuais, volumes) a fim de
contribuir com a desconstrução simbólica na experiência emocional do design."
23,"Integração das artes plásticas e arquitetura em Pernambuco,1950-1980","A integração das artes é um tema que vem sendo discutido desde o movimento Arts & Crafts
e que foi retomado várias vezes em congressos e encontros nacionais e internacionais,
principalmente entre as décadas de 1930 e 1950. Em Pernambuco, os rebatimentos dessas
discussões podem ser observados principalmente entre 1950 e 1980, período que compreende
grande parte da produção moderna do estado. Além disso, muitos teóricos apontam para um
enriquecimento mútuo entre artes plásticas e arquitetura, e que o volume final dos edifícios também
caracteriza uma obra de arte maior (conjunto da arquitetura e bens integrados). Esta pesquisa
procura identificar a relação entre artes plásticas e arquitetura em Pernambuco de 1950 a 1980,
observando as possíveis ligações de movimentos artísticos nacionais e internacionais com as obras
arquitetônicas e as parcerias entre arquitetos e artistas locais no período estudado, além de analisar
os espaços que abrigam estas relações. A fim de identificar as relações entre artes plásticas e
arquitetura, esta pesquisa submeteu os espaços que as abrigam à visão do filósofo Maurice Merleau-
Ponty e, principalmente, dos teóricos Juhani Pallasmaa e Evaldo Coutinho. Assim, este trabalho
busca mostrar que a arquitetura e outras formas de arte devem caminhar juntas e fazer parte uma da
outra",bauhaus_arquitetura,"Integração das artes plásticas e arquitetura em Pernambuco,1950-1980 A integração das artes é um tema que vem sendo discutido desde o movimento Arts & Crafts
e que foi retomado várias vezes em congressos e encontros nacionais e internacionais,
principalmente entre as décadas de 1930 e 1950. Em Pernambuco, os rebatimentos dessas
discussões podem ser observados principalmente entre 1950 e 1980, período que compreende
grande parte da produção moderna do estado. Além disso, muitos teóricos apontam para um
enriquecimento mútuo entre artes plásticas e arquitetura, e que o volume final dos edifícios também
caracteriza uma obra de arte maior (conjunto da arquitetura e bens integrados). Esta pesquisa
procura identificar a relação entre artes plásticas e arquitetura em Pernambuco de 1950 a 1980,
observando as possíveis ligações de movimentos artísticos nacionais e internacionais com as obras
arquitetônicas e as parcerias entre arquitetos e artistas locais no período estudado, além de analisar
os espaços que abrigam estas relações. A fim de identificar as relações entre artes plásticas e
arquitetura, esta pesquisa submeteu os espaços que as abrigam à visão do filósofo Maurice Merleau-
Ponty e, principalmente, dos teóricos Juhani Pallasmaa e Evaldo Coutinho. Assim, este trabalho
busca mostrar que a arquitetura e outras formas de arte devem caminhar juntas e fazer parte uma da
outra"
24,Arte e artesanato na arquitetura de interiores moderna de Janete Costa,"A arquiteta pernambucana Janete Costa (1932-2008) contribuiu nos campos da
arquitetura de interiores, design de produtos, intervenções em edifícios históricos,
pesquisa, produção e divulgação da arte popular e artesanato brasileiros, com uma
vasta obra, produzida ao longo dos 47 anos de atuação profissional em todo Brasil.
A trajetória de Janete Costa indica seu pioneirismo na região Nordeste, no sentido
de projetar ambientes modernos utilizando-se de uma composição mista de
elementos de diversas culturas e épocas, destacando-se principalmente elementos
de arte, em especial a arte popular e artesanato. Essa característica trouxe-lhe
notoriedade no cenário da arquitetura de interiores brasileira. O objetivo deste
trabalho é apontar as características da obra de Janete Costa e seus principais
elementos compositivos destacando a relação entre estes e o espaço interno,
evidenciando os elementos artísticos e artesanais presentes na sua Arquitetura de
Interiores. Especificamente, identificar como estes elementos são combinados na
composição dos ambientes. Como resultado desta sistematização, foram
identificados aspectos de sua metodologia projetual. Este trabalho analisa três
projetos de interiores de Janete Costa produzidos entre o final dos anos 1980 até
2008, em ambientes de convívio social de residências da elite, as salas de estar.",bauhaus_arquitetura,"Arte e artesanato na arquitetura de interiores moderna de Janete Costa A arquiteta pernambucana Janete Costa (1932-2008) contribuiu nos campos da
arquitetura de interiores, design de produtos, intervenções em edifícios históricos,
pesquisa, produção e divulgação da arte popular e artesanato brasileiros, com uma
vasta obra, produzida ao longo dos 47 anos de atuação profissional em todo Brasil.
A trajetória de Janete Costa indica seu pioneirismo na região Nordeste, no sentido
de projetar ambientes modernos utilizando-se de uma composição mista de
elementos de diversas culturas e épocas, destacando-se principalmente elementos
de arte, em especial a arte popular e artesanato. Essa característica trouxe-lhe
notoriedade no cenário da arquitetura de interiores brasileira. O objetivo deste
trabalho é apontar as características da obra de Janete Costa e seus principais
elementos compositivos destacando a relação entre estes e o espaço interno,
evidenciando os elementos artísticos e artesanais presentes na sua Arquitetura de
Interiores. Especificamente, identificar como estes elementos são combinados na
composição dos ambientes. Como resultado desta sistematização, foram
identificados aspectos de sua metodologia projetual. Este trabalho analisa três
projetos de interiores de Janete Costa produzidos entre o final dos anos 1980 até
2008, em ambientes de convívio social de residências da elite, as salas de estar."
25,O “Disco da banana”: uma análise histórico-artística da obra de Andy Warhol.,"Este trabalho trata da compreensão do significado da capa do disco da banda The 
Velvet Underground & Nico para os campos da arte e do design, dos pontos de vista 
histórico, artístico e social. Para isso, foi feita uma pesquisa sobre a surgimento das 
capas e a evolução dos discos e a influência de movimentos artísticos em sua 
elaboração. Assim, procurou-se difundir os diálogos entre arte e design nas capas ao 
longo dos anos 1940 e 1950 até chegar nas capas de 1960 e na pop art. Esse 
movimento tem como principal figura o artista Andy Warhol, autor do objeto de estudo 
deste trabalho. A capa, que considerou-se um marco na história das artes e do design,
foi analisada metodologicamente a partir dos estudos de Martine Joly sobre análise 
de imagens. Nos resultados e nas considerações finais, promoveu-se uma pequena 
discussão sobre os limites entre arte e design, pergunta que surgiu em meio ao
processo das pesquisas e que se mostrou importante para entender os significados 
que gravitam em torno desta icônica obra.",bauhaus_arquitetura,"O “Disco da banana”: uma análise histórico-artística da obra de Andy Warhol. Este trabalho trata da compreensão do significado da capa do disco da banda The 
Velvet Underground & Nico para os campos da arte e do design, dos pontos de vista 
histórico, artístico e social. Para isso, foi feita uma pesquisa sobre a surgimento das 
capas e a evolução dos discos e a influência de movimentos artísticos em sua 
elaboração. Assim, procurou-se difundir os diálogos entre arte e design nas capas ao 
longo dos anos 1940 e 1950 até chegar nas capas de 1960 e na pop art. Esse 
movimento tem como principal figura o artista Andy Warhol, autor do objeto de estudo 
deste trabalho. A capa, que considerou-se um marco na história das artes e do design,
foi analisada metodologicamente a partir dos estudos de Martine Joly sobre análise 
de imagens. Nos resultados e nas considerações finais, promoveu-se uma pequena 
discussão sobre os limites entre arte e design, pergunta que surgiu em meio ao
processo das pesquisas e que se mostrou importante para entender os significados 
que gravitam em torno desta icônica obra."
26,"Cruzadas editoriais no Brasil e na Argentina: o desenho industrial na perspectiva das revistas Habitat e Mirante das Artes,&tc, nueva visión e Summa [1950–1969]","Esta tese procura contribuir com os estudos sobre a história do design no contexto
sul-americano, com foco no recorte regional que engloba Argentina e Brasil. Tendo
como objeto de estudo as revistas culturais brasileiras Habitat (1950–1965) e Mirante
das Artes,&tc (1967–1968), e as argentinas nueva visión (1951–1957) e Summa (1963–
1969), esta investigação observa como o tema desenho industrial foi abordado nos artigos
dessas publicações, ao longo das décadas de 1950 e 1960, período de emergência
e institucionalização dessa atividade nesses países. Nesse sentido, com base nos métodos
dialético, histórico e comparativo, elaborou-se um panorama de antecedentes
históricos, sociais, culturais e econômicos que conduziram à emergência do desenho
industrial no Brasil e na Argentina; levantou-se a trajetória individual de cada revista,
com foco em seus artigos publicados sobre o tema desenho industrial, considerando
os aspectos conceitual, educacional, profissional e institucional dessa atividade; e
comparou-se essas abordagens, no intuito de identificar os principais tópicos levantados.
Acredita-se que mais do que captar, reportar, comentar e analisar os fatos e
questões relacionados ao desenvolvimento do desenho industrial nesses países, essas
publicações exerceram papel ativo na própria configuração desse campo.",bauhaus_arquitetura,"Cruzadas editoriais no Brasil e na Argentina: o desenho industrial na perspectiva das revistas Habitat e Mirante das Artes,&tc, nueva visión e Summa [1950–1969] Esta tese procura contribuir com os estudos sobre a história do design no contexto
sul-americano, com foco no recorte regional que engloba Argentina e Brasil. Tendo
como objeto de estudo as revistas culturais brasileiras Habitat (1950–1965) e Mirante
das Artes,&tc (1967–1968), e as argentinas nueva visión (1951–1957) e Summa (1963–
1969), esta investigação observa como o tema desenho industrial foi abordado nos artigos
dessas publicações, ao longo das décadas de 1950 e 1960, período de emergência
e institucionalização dessa atividade nesses países. Nesse sentido, com base nos métodos
dialético, histórico e comparativo, elaborou-se um panorama de antecedentes
históricos, sociais, culturais e econômicos que conduziram à emergência do desenho
industrial no Brasil e na Argentina; levantou-se a trajetória individual de cada revista,
com foco em seus artigos publicados sobre o tema desenho industrial, considerando
os aspectos conceitual, educacional, profissional e institucional dessa atividade; e
comparou-se essas abordagens, no intuito de identificar os principais tópicos levantados.
Acredita-se que mais do que captar, reportar, comentar e analisar os fatos e
questões relacionados ao desenvolvimento do desenho industrial nesses países, essas
publicações exerceram papel ativo na própria configuração desse campo."
